,id_news,country,media_outlet,url,title,text,date
3,21917905.0,chile,radiosago,https://www.radiosago.cl/sernapesca-actualizo-cierre-de-areas-por-marea-roja-en-chiloe/,Sernapesca actualizó cierre de áreas por marea roja en Chiloé,"El Servicio Nacional de Pesca y Acuicultura informó acerca de la extensión de cierre en el perímetro de una de las áreas cerradas inicialmente por presencia de veneno amnésico en niveles tóxicos, por resolución de la Seremi de Salud.En ese contexto, confirmó la apertura para el área de Isla Aulín en la comuna de Quemchi, permitiéndose la extracción de moluscos bivalvos en ese sector.Cabe precisar que las áreas afectadas por la floración algal nociva son: Calen de la comuna de Quemchi, Bahía Linao de la comuna de Ancud, Los Palqui y Punta Coñué (Isla Lilin) de la comuna de Quinchao, Punta San Antonio de la comuna de Calbuco, y Quetalco de la comuna de Dalcahue. Áreas que se mantienen cerradas hasta el momento para la extracción de moluscos bivalvos.El Director Regional (s) de Sernapesca Los Lagos, Branny Montecinos, hizo un llamado de respetar los cierres y a consumir mariscos en lugares autorizados.https://www.radiosago.cl/wp-content/uploads/2021/02/060221-MAREA-ROJA-1.mp3En el marco del Programa Sanitario de Moluscos Bivalvos (PSMB), Sernapesca mantiene un intenso monitoreo a la toma de muestras en 19 áreas que presentaron niveles subtóxicos en la región de Los Lagos.Comenta!#wpdevar_comment_1 span,#wpdevar_comment_1 iframe{width:100% !important;} #wpdevar_comment_1 iframe{max-height: 100% !important;}/* custom css */ .tdi_3.td-a-rec{
6,21917972.0,chile,radiosago,https://www.radiosago.cl/sernapesca-informo-el-cierre-de-areas-por-presencia-de-marea-roja-en-la-region-de-los-lagos/,Sernapesca informó el cierre de áreas por presencia de marea roja en la Región de Los Lagos," El Servicio Nacional de Pesca y Acuicultura informó que por resolución de la Seremi de Salud, actualmente se mantienen 6 áreas cerradas por presencia de veneno amnésico en niveles tóxicos debido a floraciones algales, y 28 áreas con resultado subtóxicos. Las áreas cerradas son Isla Aulin y Calen de la comuna de Quemchi, Bahía Linao de la comuna de Ancud, Los Palqui y Punta Coñue en Isla Lilin de la comuna de Quinchao, y Punta San Antonio de la comuna de Calbuco. Áreas que se mantendrán cerradas para la extracción de moluscos bivalvos. Así lo confirmó el Director Regional (s) de Sernapesca Los Lagos, Branny Montecinos, quien aseguró que dicho servicio se encuentra vigilando la zona de manera intensiva.  Cabe consignar, que en el marco del Programa Sanitario de Moluscos Bivalvos, el Servicio Nacional de Pesca y Acuicultura mantiene un intenso monitoreo a la toma de muestras en toda la región de Los Lagos. ",2021-02-03
7,21917996.0,chile,radiosago,https://www.radiosago.cl/alcalde-de-ancud-descarta-afectacion-en-la-recoleccion-de-la-basura/,Alcalde de Ancud descarta afectación en la recolección de la basura," Luego que el Servicio de Evaluación Ambiental, SEA, diera término anticipado a la declaración de impacto ambiental del relleno sanitario de la comuna de Ancud, el municipio local aclaró que pese a este término, aún mantiene opciones para continuar con el proceso administrativo. Así lo explicó el alcalde de Ancud, Carlos Gómez, quien señaló que en un plazo de 5 días se puede hacer el reingreso de esta misma declaración de impacto ambiental, subsanando aquellas observaciones y la otra alternativa contempla elaborar un nuevo documento.  La autoridad municipal puntualizó que el rechazo de esta Declaración de Impacto Ambiental no va a perjudicar en nada la recolección de los residuos sólidos domiciliarios en la zona urbana ni en rural. El edil aseguró que no se condiciona el depósito final de los residuos domiciliarios en el relleno de Puntra El Roble mientras la alerta sanitaria por la denominada “crisis de la basura” se mantenga vigente.  Cabe consignar que la alerta sanitaria por la crisis de la basura en Chiloé, tenía como plazo máximo el 5 de febrero de este año, pero el municipio de Ancud, solicitó al Ministro de Salud, Enrique Paris, la ampliación de esta alerta hasta julio de este año, solicitud que fue acogida y confirmada, por lo que se determinó su extensión hasta el 31 de julio del 2021",2021-02-05
9,21918017.0,chile,radiosago,https://www.radiosago.cl/incendio-afecto-estacion-electrica-en-el-sector-de-degan-en-chiloe/,Incendio afectó subestación eléctrica en el sector de Degañ en Chiloé," Pasadas las 19 horas de este jueves un voraz incendio afectó las instalaciones de la subestación eléctrica «Nueva Degañ» de la empresa Energy Partners Chile ubicada en el sector de Degañ, en el límite entre las comunas de Ancud y Quemchi.  El comandante del Cuerpo de Bomberos de Ancud, Javier Moreira, informó que en la sala donde se generó el siniestro habían 6 generadores con un estanque con 5 mil litros de combustible, descartando lesionados.  Por su parte, en medio de esta emergencia el Gobernador de Chiloé, Pedro Andrade, sostuvo que “podemos entregarle la seguridad a los habitantes de Chiloé que no vamos a tener ningún problema de abastecimiento eléctrico”. Tras el arduo trabajo de bomberos el fuego fue controlado y personal especializado se encargará de investigar las causas del siniestro que movilizó a más de un centenar de voluntarios de la isla grande de Chiloé.",2021-02-05
15,21918122.0,chile,radiosago,https://www.radiosago.cl/declaracion-de-impacto-ambiental-del-relleno-sanitario-puntra-el-roble-tuvo-termino-anticipado/,Declaración de Impacto Ambiental del relleno sanitario Puntra El Roble tuvo término anticipado," La Declaración de Impacto Ambiental del relleno sanitario Puntra El Roble, ingresada por el municipio de Ancud el 14 de noviembre del año 2020, tuvo término anticipado en el Sistema de Evaluación de Impacto Ambiental por “falta de información relevante y esencial, no subsanable mediante aclaraciones, rectificaciones o ampliaciones”. El Intendente, Carlos Geisse, explicó que el municipio deberá presentar un nuevo proyecto de declaración, incorporando la información faltante.  De acuerdo a los antecedentes, la Declaración de Impacto Ambiental presentada por el municipio de Ancud carece de antecedentes relativos a olores, estimación de emisiones, fauna, paisaje y población protegida, que permitan determinar los impactos del proyecto en el entorno. Diego Barahona, director de la junta de vecinos de Puntra, aseguró que la determinación de poner término anticipado a la evaluación de la declaración de impacto ambiental, concuerda con lo que la comunidad siempre ha denunciado.  Cabe recordar, que la Alerta Sanitaria en la provincia de Chiloé por parte del ministerio de Salud, debido a la problemática de la disposición de la basura se extendió hasta el 31 de Julio de este año. Radio Sago se encuentra realizando las gestiones para obtener una declaración del Alcalde de Ancud, o en su defecto de algún representante de la casa edilicia, sin resultados positivos hasta ahora. ",2021-02-04
25,21917214.0,chile,radiosago,https://www.radiosago.cl/conaf-los-lagos-confirmo-reapertura-de-sus-parques-en-la-region-de-lunes-a-viernes/,Conaf Los Lagos confirmó reapertura de sus parques en la región de lunes a viernes,"La Dirección Regional de CONAF Los Lagos señaló que, mediante resolución, se encuentran abiertas al público las áreas silvestres protegidas del Estado que la Corporación administra en la región, con las medidas sanitarias correspondientes y con un aforo limitado. Se trata del Parque Nacional Puyehue, el cual atiende público de lunes a viernes de 9 a 17:30 con aforo de 50 personas. Parque Nacional Vicente Pérez Rosales, atención y recorrido de senderos de 9 a 17:30 horas, con aforo de 50; sector Laguna Verde de 9 a 18 horas con aforo de 100 personas; Los Saltos de Petrohue entrada gratis, atención de 9 a 18 horas, con aforo de 200 visitantes. Parque Nacional Alerce Andino, con atención en los sectores Laguna Sargazo, Alerce el Abuelo, Los Ulmos, de 9 a 17 horas; los sectores Chaicas y Alerce Milenario, abiertos de 9 a 15 horas; sectores Los Canelos y El Encanto, de 9 a 17:30. Todos con aforo de 50 personas. Reserva Nacional Llanquihue, Sendero Río Blanco, atiende de 9 a 17 horas, con aforo de 50 personas. Monumento Natural Lahuen Ñadi de Puerto Montt, abierto de 9 a 17 horas, con aforo de 50 personas. Monumento Natural Islotes de Puñihuil, Ancud, abierto de 9 a 17:30 horas, con aforo de 50 personas. Parque Nacional Chiloé, abierto de 9.30 a 17:30 horas, con aforo de 50 personas. Parque nacional Pumalin Douglas Tompkins, abierto de 9 a 17:30, con aforo de 30 personas. Reserva Nacional Futaleufú, atención de 9 a 16:30 horas, con aforo de 50 personas. Por lo anterior, el director de CONAF región de Los Lagos, Jorge Aichele, dijo que “la apertura de los parques y reservas se realiza teniendo especial cuidado en la implementación y el respeto hacia los protocolos sanitarios, que permitan minimizar las posibilidades de contagio del Covid-19. La apertura de las áreas silvestres pretende contribuir a el sano esparcimiento de la población y a reactivar el sector del turismo que ha sido uno de los más golpeados por la pandemia”. Comenta!#wpdevar_comment_1 span,#wpdevar_comment_1 iframe{width:100% !important;} #wpdevar_comment_1 iframe{max-height: 100% !important;}/* custom css */ .tdi_3.td-a-rec{
35,21917522.0,chile,radiosago,https://www.radiosago.cl/17-detenidos-deja-fiesta-clandestina-en-ancud/,18 detenidos deja fiesta clandestina en Ancud," La madrugada de este domingo se realizó un operativo donde se detectó la realización de una fiesta clandestina en la comuna de Ancud. Ante esta situación, funcionarios de la Autoridad sanitaria junto a personal de Carabineros procedieron a realizar la fiscalización correspondiente, resultando detenidos 18 personas entre las que se encontraban dos menores de edad. La Seremi de Salud (s) Marcela Cárdenas, lamentó los hechos y enfatizó en que con este tipo de actitudes no se pueden bajar los contagios por Covid19 y salir de cuarentena.  En tanto, el Gobernador de Chiloé, Pedro Andrade, repudió la situación solicitando que se cursen los sumarios y sanciones correspondientes.  Las autoridades reiteraron el llamado a la población en el autocuidado como principal medida de protección contra el Covid-19, recordando la importancia de denunciar las fiestas clandestinas y no autorizadas en las comunas que se encuentran bajo cuarentena.",2021-02-14
38,21917748.0,chile,radiosago,https://www.radiosago.cl/40-brigadistas-de-conaf-llegan-a-chiloe-para-reforzar-el-combate-de-12-incendios-activos/,40 brigadistas de CONAF llegan a Chiloé para reforzar el combate de 12 incendios activos," El Director regional de CONAF, Jorge Aichele, precisó que hasta el momento la isla de Chiloé registra un mayor número de incendios forestales en comparación al año pasado, cifrando en 12 los incendios que se mantienen activos. En ese contexto, Aichele informó que dentro de la Región de Los Lagos, las provincias que tienen más siniestros, son la de Llanquihue y Chiloé, dando cuenta además de la llegada de 40 brigadistas provenientes de la zona norte del país.  El Director de ONEMI, Alejandro Vergés, aseguró que el sistema de protección civil está funcionando, aprovechando la oportunidad para dar la bienvenida a los brigadistas que llegaron a la isla para apoyar las labores.  Por su parte, el Gobernador de Chiloé, Pedro Andrade, confirmó que se hicieron parte de una querella criminal por el incendio que se produjo en el sector de Nercón en la comuna de Castro.  En ese contexto, las autoridades informaron que hay una persona detenida por el incendio en el sector de San Antonio en la comuna de Ancud, reforzando la idea en cuanto a evitar la quema de matorrales, enfatizando en que la quema ilegal ya no es una falta, sino que ahora es un delito.",2021-02-12
99,21917406.0,chile,radiosago,https://www.radiosago.cl/una-embarcacion-se-hundio-en-el-canal-de-chacao-mientras-trasladaba-trabajadores/,Una embarcación se hundió en el canal de Chacao mientras trasladaba trabajadores," Se trata de la embarcación “Tornagaleones” que se hundió durante esta jornada en el canal de Chacao, en momentos en que se encontraba realizando el traslado de trabajadores que cumplen faenas en la construcción del puente Chacao que unirá a Chiloé con el continente. De acuerdo a los antecedentes dicha embarcación era la encargada de hacer los traslados de los trabajadores desde tierra firme a la pila central, razón por la cual se espera en las próximas horas un pronunciamiento del MOP respecto a este incidente, que no dejó víctimas fatales o personas lesionadas. El Capitán de Puerto de Calbuco, el Teniente, Gerson González, informó que el incidente se produjo durante las maniobras de atraque y al momento de la emergencia se encontraban cuatro tripulantes a bordo, los cuales fueron rescatados ilesos por una embarcación de apoyo de la misma empresa y posteriormente derivados al Hospital San Carlos de Maullín.  Cabe consignar, que la Capitanía de Puerto Calbuco y Ancud, desplegaron sus medios para apoyar la emergencia y en forma preventiva se desplegaron barreras de contención para el combate de la contaminación acuática. Se informó además, que la Gobernación Marítima de Puerto Montt iniciará una Investigación Sumaria Administrativa Marítima, con el objetivo de determinar los hechos, circunstancias y/o responsables del hundimiento del Catamarán. ",2021-02-13
100,21917410.0,chile,radiosago,https://www.radiosago.cl/ancud-habilito-playa-de-lechagua-en-300-metros-apta-para-el-bano/,Ancud habilitó Playa de Lechagua en 300 metros apta para el baño,"Hasta el 15 de marzo estará habilitada la playa de Lechagua en la comuna de Ancud, en una extensión de 300 metros, dado que esa es el área que pueden cubrir los dos salvavidas que se desempeñarán en dicho balneario de la comuna. El encargado de la oficina de Medio Ambiente del municipio de Ancud, Alfredo Caro, señaló que el alcalde de la comuna Carlos Gómez, instruyó hacer la solicitud de habilitación mediante la resolución correspondiente, para que los vecinos puedan disfrutar, aunque sea por unos días del clima y de la zona costera, indicando que este proceso se realiza principalmente en diciembre, pero ahora producto de la pandemia lograron habilitarlo en febrero y va a durar hasta el 15 de marzo. Alfredo Caro, manifestó que se espera poder contar para el próximo año con el balneario de Arena Gruesa, recientemente inaugurado, y respecto a las medidas sanitarias el personero edilicio recuerda que se deben mantener las conductas necesarias para mantenerse en resguardo de contagios por Covid-19. y es por eso que se recomienda mantener la distancia, la utilización de mascarilla lo que estará regulado y con constante vigilancia de la capitanía de Puerto, que es la autoridad que fiscaliza este tipo de situaciones en la playa.  ",2021-02-20
101,21917420.0,chile,radiosago,https://www.radiosago.cl/incautan-una-tonelada-de-recursos-hurtados-desde-area-un-de-manejo-en-chiloe/,Incautan una tonelada de recursos hurtados desde área un de manejo en Chiloé," En un procedimiento conjunto realizado por la Gobernación Marítima de Castro y la Capitanía de Puerto de Quemchi, en la provincia de Chiloé, se logró incautar una tonelada de recursos hidrobiológicos, los que habían sido hurtados desde un área de manejo de recursos bentónicos ubicado en isla Tac. La denuncia la realizó el presidente del Sindicato Asociación Gremial de Pescadores Artesanales Isla Tac, quien dio cuenta del ilícito, dando cuenta de al menos, diez embarcaciones menores al interior del área de manejo. De esta manera se coordinó un operativo entre la autoridad marítima de Castro y Quemchi, desplazando una patrulla de Policía Marítima para constituirse en el sitio del suceso y realizar las primeras diligencias investigativas y policiales. Una vez en el sector, se detectó una nave menor, identificada como L/M “Centro Mar III”, con cinco tripulantes a bordo, los que se encontraban efectuando extracción de luga negra. Tras ser sorprendidos in fraganti, fueron detenidos. Los antecedentes, en tanto, fueron puestos a disposición del fiscal de turno de la Fiscalía Local de Ancud, quien dispuso la incautación de la nave menor y los elementos utilizados para la comisión del delito, además se decomisó el recurso, el que, posteriormente, fue devuelto al sindicato de pescadores. El capitán de puerto de Quemchi subrogante, sargento 1° Víctor Miranda, recalcó “la importancia del procedimiento efectuado por la autoridad marítima, lo que permitió la detención de las cinco personas involucradas en el delito”.",2021-02-18
133,21917792.0,chile,radiosago,https://www.radiosago.cl/sernapesca-anuncio-apertura-de-un-sector-de-chiloe-que-se-mantenia-cerrado-por-marea-roja/,Sernapesca anunció apertura de un sector de Chiloé que se mantenía cerrado por marea roja," El Servicio Nacional de Pesca y Acuicultura informó que Guapilinao, un sector dentro de Bahía Linao de la comuna de Ancud, se abre para la extracción de moluscos bivalvos en el sector. La información se da luego que mediante resolución, la Seremi de Salud decretara el cierre para extracción de moluscos bivalvos en 6 diferentes polígonos dentro la región de Los Lagos. Cabe señalar que dentro de estos 6 sectores se ubican 8 áreas del Programa Sanitario de Moluscos Bivalvos de Sernapesca, que permanecen igualmente cerradas. Las áreas afectadas por la floración algal nociva son: Bahía Linao de la comuna de Ancud, Cálen y Tenaún de la comuna de Quemchi, , Los Palqui y Changuitád de la comuna de Curaco de Vélez, Punta Coñué (Isla Lilin) de la comuna de Quinchao, Punta San Antonio de la comuna de Calbuco, y Quetalco de la comuna de Dalcahue. Áreas que se mantienen cerradas para la extracción de moluscos bivalvos. Sofía Milad Calisto, Directora Regional (s) de Sernapesca Los Lagos, hizo un llamado a la población a respetar los cierres y a consumir mariscos en lugares autorizados.  Desde Sernapesca se indicó que en el marco del Programa Sanitario de Moluscos Bivalvos, el organismo mantiene un intenso monitoreo en la zona, así como también a la toma de muestras en 18 áreas que presentaron niveles subtóxicos en la región de Los Lagos.",2021-02-12
