,id_news,country,media_outlet,url,title,text,date
3,21917632.0,chile,radiosago,https://www.radiosago.cl/diputado-alejandro-santana-solicito-habilitar-residencia-sanitaria-en-ancud/,Diputado Alejandro Santana solicitó habilitar residencia sanitaria en Ancud," El parlamentario por Chiloé hizo un llamado a las autoridades de salud a habilitar a la brevedad una residencia sanitaria en Ancud, con el objetivo de que las personas contagiadas por Covid-19, que no tengan donde realizar su aislamiento, puedan recibir los cuidados requeridos sin riesgo de propagar el virus a sus contactos estrechos. Cabe consignar que de acuerdo con los antecedentes epidemiológicos la comuna del norte del archipiélago presenta 139 casos activos, incluyendo el brote de contagio al interior de un hogar de adultos mayores. Ante ello, indicó que se hace urgente contar con un recinto que cumpla con todas las condiciones necesarias, luego que se diera a conocer que la comuna de Ancud no cuenta con una residencia sanitaria. El diputado Santana enfatizó en que es necesario anticiparse a la emergencia.  En esa misma línea, el concejal de Ancud, Alex Muñoz, quien durante las últimas horas tomó contacto con el parlamentario para plantearle su intranquilidad ante el escenario actual, agregó que existe preocupación por la ausencia de este tipo de establecimiento en la comuna.  El concejal Muñoz adelantó que el parlamentario acogió esta solicitud para gestionar la posibilidad de contar con una residencia sanitaria en Ancud reiterando que esperan tener noticias durante esta semana o a la brevedad posible.",2021-03-03
5,21916996.0,chile,radiosago,https://www.radiosago.cl/70-testeos-pcr-realizan-en-liceo-bicentenario-de-chonchi-tras-casos-positivos-covid-19/,70 testeos PCR realizan en Liceo Bicentenario de Chonchi tras casos positivos COVID-19," La medida fue adoptada luego que en el Liceo Bicentenario Manuel Jesús Andrade Bórquez de Chonchi se confirmara en las últimas horas al menos dos contagiados con el virus. Por ahora las puertas del establecimiento no han recibido estudiantes, por lo que no hay menores que hayan tenido contacto con los afectados. Cabe recordar que se trata de un docente y un asistente de la educación, en ese marco, María Fernanda Matamala, representante de la Autoridad Sanitaria en Chiloé indicó que ambas personas fueron diagnosticadas tras un proceso de búsqueda activa, iniciando cuarentena estricta.  Después que se confirmaran los casos positivos, se procedió a aplicar el test PCR a 70 personas, activándose además los protocolos respectivos para pesquisar a los contactos estrechos y enviarlos a aislamiento preventivo a la espera de los resultados. De acuerdo a lo informado por Carlos Sovier, Médico Encargado del Programa de Control de Infecciones y Referente de Epidemiología del Hospital San Carlos de Ancud, con los dos casos positivos no se puede afirmar que exista algún brote, ya que se define como brote la aparición de tres casos o más, relacionados en un mismo tiempo y lugar, algo que no ocurre en este establecimiento educacional, al menos por ahora.",2021-03-06
7,21917010.0,chile,radiosago,https://www.radiosago.cl/dan-de-alta-a-adultos-mayores-que-permanecian-en-aislamiento-en-el-hogar-san-vicente-de-paul-de-ancud/,Dan de alta a Adultos mayores que permanecían en aislamiento en el hogar San Vicente de Paul de Ancud," De acuerdo a una actualización de los casos de Covid-19 en el Hogar San Vicente de Paul en Ancud, los dos adultos mayores que permanecían en aislamiento en el hogar fueron dados de alta por el Cesfam Pudeto. Actualmente, se cuenta con 49 residentes de alta y las 50 personas mayores en el hogar finalizaron el período de aislamiento. Sin embargo, 19 residentes presentan algunos síntomas post Covid-19, y una de ellos se mantendrá en observación por el equipo de hospitalización domiciliaria del Hospital de Ancud, debido a que presenta secuelas que requieren tratamiento médico. Al respecto, la directora del Cesfam Pudeto Bajo, Ximena Bohle, aclaró que no ha sido dado por terminado el brote del virus, porque aún quedan pacientes activos.  Respecto de las altas de pacientes, la directora del Centro de salud familiar puntualizó cuál es el estado de ellos.  Cabe consignar que a través de un escueto comunicado, el Hogar San Vicente de Paul comunicó que durante el fin de semana dos residentes presentaron complicaciones de salud que, según se informó por el equipo médico del Hospital de Ancud, no se asocian al Covid-19 ni a la vacuna que recibieron el sábado.",2021-03-18
21,21920743.0,chile,radiosago,https://www.radiosago.cl/sorprenden-extraccion-ilegal-de-recursos-en-reserva-marina-de-chiloe/,Sorprenden extracción ilegal de recursos en reserva marina de Chiloé," En un operativo en la Reserva Marina Pullinque, banco natural de ostra chilena y que está ubicada en el área de Ancud, funcionarios del Servicio Nacional de Pesca y Acuicultura SERNAPESCA, en conjunto con personal de la Armada, sorprendieron a la tripulación de tres embarcaciones extrayendo ostras y pelillo. Tras el operativo, se procedió a cursar tres citaciones al Juzgado de Letras de Ancud por extracción de recursos al interior de la Reserva Marina, y dos citaciones por obstaculización a la fiscalización. Además, los fiscalizadores incautaron el total de las especies extraídas: 1.200 kilos de pelillo y 35 de ostra. Estas últimas fueron devueltas a su medio natural. El director regional (s) de Sernapesca Los Lagos, Branny Montecinos, subrayó que se mantiene una constante vigilancia a las áreas marinas protegidas de la zona  A su vez, la autoridad enfatizó que el extraer recursos de estos lugares genera un gran daño a nuestro patrimonio natural marino y a las reservas genéticas. Sernapesca cuenta con una línea telefónica para hacer denuncias de manera gratuita y funciona las 24 horas del día. El número es el 800 320 032",2021-03-13
29,21917561.0,chile,radiosago,https://www.radiosago.cl/a-55-llegan-los-contagios-covid-19-en-hogar-san-vicente-de-paul-de-ancud/,A 55 llegan los contagios COVID-19 en Hogar San Vicente de Paul de Ancud,"A través de un comunicado, la Fundación San Vicente de Paul confirmó inicialmente el brote de contagios por el virus SARS-CoV-2 en su establecimiento de larga estadía para adultos mayores (ELEAM) de la comuna de Ancud.Respecto a los casos de covid 19 en el Establecimiento de Larga Estadía de Adultos Mayores de Ancud, el encargado del programa adulto mayor, Alex Oyarzo, informó que actualmente se encuentran 44 residentes positivos de un total de 52, además de 11 funcionarios de un total de 23.https://www.radiosago.cl/wp-content/uploads/2021/03/010321-ELE-1.mp3El Seremi de Salud de Los Lagos, Alejandro Caroca, ya había confirmado la existencia de un brote al interior del recinto, aunque no precisó el número de afectados. Eso sí, aseguró que “es importante destacar que la gran mayoría tiene tres semanas de vacunado, lo que les entrega un nivel de inmunidad importante que va a contribuir sin lugar a dudas a evitar muchas complicaciones o que hagan enfermedades más graves”.La autoridad de salud acotó también que un equipo interdisciplinario intervino en el recinto para monitorear y vigilar la evolución de todos los residentes y “para dar la atención médica y de aislamiento que requieren”.Comenta!#wpdevar_comment_1 span,#wpdevar_comment_1 iframe{width:100% !important;} #wpdevar_comment_1 iframe{max-height: 100% !important;}/* custom css */ .tdi_3.td-a-rec{
30,21916998.0,chile,radiosago,https://www.radiosago.cl/covid-19-en-la-region-de-los-lagos-nueve-fallecidos-y-392-casos-nuevos/,Covid-19 en la Región de Los Lagos: Nueve fallecidos y 392 casos nuevos,"La Seremia de Salud de la Región de Los Lagos informó hoy que se registraron 9 fallecidos en las últimas horas a raíz del contagio del covid-19. De acuerdo a los indicado por la autoridad, la distribución de las personas que perdieron la vida es la siguiente: Tres en Osorno.Una en San Juan de la Costa.Una en Purranque.Una en Puerto Montt.Una en Cochamó.Una en Ancud.Una en Hualaihué. La edad de los fallecidos fluctúa entre los 50 y 95 años, donde la mayoría de ellos tenía enfermedades de base. Sobre contagios nuevos, la Seremia de Salud comunicó que se registraron 392 hasta las 9 de la mañana de ayer 19 de marzo. De ese total, las ciudad de Puerto Montt sumó 89 casos, mientras que Osorno llegó a 129 personas contagiadas. A la fecha, se han contabilizado más de 57 mil casos de covid-19 en la región. Sobre el uso de camas críticas, el encargado de la gestión de camas críticas en la zona de Los lagos, doctor Jorge Tagle, detalló que hay un alto número de pacientes hospitalizados, pero que la tendencia es a la estabilidad. El facultativo anunció que la próxima semana se espera un aumento de camas UCI en la región, a fin de aliviar a otras zonas del país que han tenido un aumento significativo de casos activos de covid-19. ",2021-03-20
101,21916800.0,chile,radiosago,https://www.radiosago.cl/373-nuevos-casos-de-covid-y-3-fallecidos-reporto-la-region-de-los-lagos-este-viernes/,373 nuevos casos de Covid y 3 fallecidos reportó la región de Los Lagos este viernes,"El Ministerio de Salud dio a conocer las cifras de la pandemia en las últimas 24 horas en la región de Los Lagos, la que sumó 373 casos nuevos de Covid-19 durante la última jornada. 110 de estos casos corresponden a la provincia de Llanquihue, 184 a la de Osorno, 52 a Chiloé y 17 a Palena. Osorno con 145 y Puerto Montt con 80 son las comunas con más contagios nuevos, las siguen Ancud  con 24 y Hualaihué con 16. Hay 1.921 casos activos en la región al día de hoy. En cuanto a fallecidos por Covid, se registraron 3 decesos, según el Departamento de Estadísticas e Información de Salud, DEIS, llegando a 764 víctimas fatales desde el inicio de la pandemia.",2021-03-26
102,21916816.0,chile,radiosago,https://www.radiosago.cl/hughesnet-consolida-presencia-en-la-region-de-los-lagos/,HughesNet consolida presencia en la Región de Los Lagos,"Hughes Network Systems (HUGHES) -líder mundial en redes satelitales de banda ancha- a través de su servicio de internet satelital HughesNet, ayuda a conectar a los chilenos que viven en zonas apartadas, con un servicio de calidad y llegando donde otros operadores no llegan. Presente en todo el país, desde Arica hasta el norte de Aysén, HughesNet -servicio de internet satelital insigne de la compañía Hughes- se instala en la Región de Lagos, con el objetivo de seguir entregando conectividad e internet a los chilenos, especialmente a aquellos que viven en zonas remotas o alejadas y que no cuentan hoy con acceso a internet. El servicio de HughesNet tiene la particularidad de operar a través de un satélite de alto rendimiento llamado “Hughes 63 West”, que llega a más del 98% de los hogares y comercios de Chile, incluyendo todas las áreas que carecen de la banda ancha terrestre, fibra óptica o red celular, incluidas aquellas en las que el servicio es insuficiente. Con dos locales comerciales y centros de operaciones de HughesNet -en la Región de Los Lagos, uno en Puerto Montt ubicado en calle Guillermo Gallardo 69 y en Ancud en Pudeto 219; las personas que asistan podrán tener más información del internet satelital y sus planes. Además de sus redes de contacto como el centro de atención telefónica gratuito 800 914 691 o ingresando a internetdondevivas.cl. “Estamos muy contentos de seguir consolidándonos en diferentes lugares del país, y especialmente en la Región de Los Lagos, con nuestro servicio de internet satelital porque sabemos que hoy es fundamental contar con una buena conexión”, explicó Benjamín Valverde, Director Comercial de Hughes Chile. En la actualidad HughesNet cuenta con 12 locales comerciales en 10 regiones de nuestro país entre Arica y Los Lagos y todos aquellos que deseen conocer más del servicio pueden ingresar a www.internetdondevivas.cl.      ",2021-03-24
104,21916825.0,chile,radiosago,https://www.radiosago.cl/209-nuevos-contagios-de-coronavirus-se-reportaron-este-martes-en-la-region-de-los-lagos/,209 nuevos contagios de Coronavirus se reportaron este martes en la región de Los Lagos,"Según la información de la Seremi de Salud Los Lagos, en la provincia de Llanquihue se registraron 75 nuevos casos de covid positivos, en la provincia de Osorno se agregaron 89 contagios, 32 en Chiloé y 3 en la provincia de Palena. Entre las comunas con más contagios en las últimas 24 horas están Osorno con 57, Puerto Montt con 45, Ancud con 16, Llanquihue con13, misma cifra que Río Negro. La suma de casos activos llegó a los 1.807. En cuanto a los fallecidos, según el Departamento de Estadísticas e Información de Salud, DEIS, no se registraron defunciones. Así, en la región se contabilizan 747 víctimas fatales a causa del virus. 314 personas permanecen hospitalizadas en los distintos centros asistenciales de la región, 63 de ellas conectadas a ventilación mecánica en la UCI. En cuanto a camas UCI disponibles, existen 6 en la región, mientras que son 34 ventiladores mecánicos los que quedan a disposición.",2021-03-23
105,21916836.0,chile,radiosago,https://www.radiosago.cl/sernapesca-detecta-almacenamiento-de-recursos-de-origen-ilegal-en-vispera-de-semana-santa/,Sernapesca detecta almacenamiento de recursos de origen ilegal en víspera de Semana Santa," A través de un operativo en el marco de las fiscalizaciones en víspera de Semana Santa, se llevó a cabo una inspección de stock en bodega ubicada en el sector Pudeto Bajo, comuna de Ancud. Durante la inspección, funcionarios del Servicio Nacional de Pesca y Acuicultura, detectaron el almacenamiento de 131,6 kilos de merluza del sur y 106 kilos de pejerrey sin la documentación que acredite el origen legal de estos recursos. Branny Montecinos, Director Regional subrogante de Sernapesca Los Lagos, indicó que se sabe que durante semana santa el consumo de productos del mar aumenta considerablemente, por lo que se ha comenzado con las fiscalizaciones.  Sernapesca incautó el recurso quedando en poder del infractor, a disposición de lo que determine el Tribunal, además cursó una citación al Juzgado de Letras de Ancud por incumplimiento al Artículo 119 de la Ley General de Pesca y Acuicultura, mientras que Carabineros tomó el procedimiento por incumplimiento al Artículo 139 ter de la misma ley.",2021-03-24
111,21916911.0,chile,radiosago,https://www.radiosago.cl/sacaban-ostras-en-veda-y-las-hacian-pasar-como-de-cultivo/,Sacaban ostras en veda y las hacían pasar como de cultivo," Funcionarios de Sernapesca en colaboración con personal de la Capitanía de Puerto de Ancud, descubrieron a una embarcación entregando recursos en veda, proveniente de un banco natural, con el fin de hacerlas pasar cómo ostras de cultivo.  El operativo se desarrolló tras análisis de datos y varios días de vigilancia al centro de cultivo sospechoso, ubicado en el sector estero el Dique, comuna de Ancud. Funcionarios del Servicio Nacional de Pesca y Acuicultura incautaron un total de 618,7 kilos de ostra chilena y cursaron una citación a la titular del centro acuícola y comercializadora de recurso ostra chilena al Juzgado de Letras de Ancud, por infracción al Artículo N° 119 de la Ley General de Pesca y Acuicultura. Por parte de la Autoridad Marítima, la titular fue citada al Juzgado de Garantía de Ancud por infracción del Artículo 139.  El Director Regional subrogante de Sernapesca Los Lagos, Branny Montecinos, reiteró que el extraer recursos en veda, genera un gran daño a la sustentabilidad del patrimonio marino.  Por instrucción de la fiscal de turno, el recurso fue devuelto a la Reserva Marina Pullinque, banco natural de y reserva genética de ostra chilena, especia endémica y de gran valor ecosistémico. Finalmente el bote fue incautado por la Autoridad Marítima, sus tripulantes se dieron a la fuga. ",2021-03-21
