,title,text
0,Revisarán condición de hijo ilustre de Puerto Montt de sacerdote acusado de abuso sexual," El Concejo Municipal de Puerto Montt analizará la declaración de hijo ilustre del padre Eduardo Tampe Maldonado, luego de ser sindicado como uno de los 13 sacerdotes de la Compañía de Jesús que cometieron algún tipo de abuso sexual. Tampe fue capellán de la Armada y del Hogar de Cristo, profesor del Colegio San Francisco Javier y del Instituto de Catequesis de Puerto Montt, pero además fue secretario del Superior Provincial de la Compañía de Jesús. Además se convirtió en historiador de la zona y de Puerto Montt, lo que lo llevó a ser declarado hijo ilustre en febrero de 2007. Cabe consignar que Eduardo Tampe fue denunciado en diciembre de 2019 por un hecho de connotación sexual contra una mujer adulta, ocurrido en 2015. El caso fue derivado al Centro de Prevención de Abusos y Reparación de la Compañía de Jesús."
1,Realizarán nuevo juicio contra hermanos que atacaron a carabineros,"La Corte de Apelaciones de Puerto Montt acogió el recurso de nulidad interpuesto por el Ministerio Público y ordenó la realización de un nuevo juicio en contra de Salomón Bernardo Carrasco Canicura, acusado como autor del delito consumado de maltrato de obra a carabinero; y de su hermano, Aron Eduardo Carrasco Canicura, sindicado como autor de los delitos de homicidio frustrado de carabinero y disparo injustificado de arma de fuego, ilícitos ocurridos en julio de 2019, en Frutillar. En fallo unánime, la segunda sala del tribunal de alzada -integrada por los ministros Jorge Pizarro, Jaime Vicente Meza y el abogado (integrante) Christian Löbel- acogió la acción judicial, tras establecer que la sentencia recurrida, dictada por el Tribunal de Juicio Oral en lo Penal de Puerto Montt, no realizó una completa valoración de toda la prueba rendida en el juicio. El caso fue conocido por la violencia con que los hermanos atacaron a los carabineros en el sector Pantanosa, hasta donde los funcionarios policiales llegaron ante una denuncia por violencia intrafamiliar. Los hermanos habían agredido a su madre. Ambos imputados fueron perseguidos hasta con el helicóptero de Carabineros. El Tribunal de Juicio Oral en lo Penal (TOP) de Puerto Montt absolvió a los hermanos, pero el fallo fue revertido por la Corte de Apelaciones, por lo que se fijó un nuevo juicio, para el próximo 27 de septiembre de este año. El abogado Claudia Herrera, defensor de los hermanos Carrasco, dijo que ""si bien la Corte de Apelaciones acogió la petición de nulidad parcial de juicio oral promovida por la Fiscalía, nuestro planteamiento de cara al nuevo juicio oral será el mismo: que se absuelva a los acusados de los cargos contenidos en la acusación, fundado en lo irregular del procedimiento adoptado en uno de ellos. En lo referido a los delitos de homicidio frustrado y disparos injustificados, la prueba que posee la Fiscalía es exigua y por lo mismo insuficiente para establecer la existencia de los hechos"", sostuvo."
2,Concejo revisará la condición de Hijo Ilustre de Puerto Montt del padre Tampe,"El Concejo Municipal resolverá sobre la declaración de Hijo Ilustre impuesta en 2007, para el 154° aniversario de Puerto Montt, al padre Eduardo Tampe Maldonado, sindicado como uno de los 13 sacerdotes de la Compañía de Jesús que cometieron algún tipo de abuso sexual. Tampe fue capellán de la Armada y del Hogar de Cristo, profesor del Colegio San Francisco Javier y del Instituto de Catequesis de Puerto Montt, pero además fue secretario del Superior Provincial de la Compañía de Jesús. Además se convirtió en historiador de la zona y de Puerto Montt, lo que lo llevó a ser declarado Hijo Ilustre en febrero de 2007. Como dijo el alcalde Gervoy Paredes, el Concejo Municipal tendrá que analizar la pertinencia de ese título otorgado al sacerdote. ""Lo que ocurre con el padre (Eduardo) Tampe es una situación muy delicada y será fruto de un análisis profundo en el Concejo Municipal. Para ver lo que pasará con el título otorgado al sacerdote, vamos a sostener una discusión muy profunda con muchos actores y en base a ello tomar alguna acción futura, que será consensuada"", remarca Paredes. En materia penal, en la Fiscalía local de Puerto Montt se indicó que se trata de causas que se están siguiendo en Santiago, donde se centraron las denuncias. En la Congregación de la Compañía de Jesús en Puerto Montt se indica que junto con ser publicado el 10 de mayo el informe de los casos, el provincial de la compañía envío una carta a la comunidad de Puerto Montt, que fue publicada en el sitio web del Colegio San Francisco Javier. Respecto al padre Tampe, los jesuitas explican que se encuentra sancionado con la suspensión del trabajo pastoral y sometido a un plan de supervisión, que lleva a cabo una profesional externa de la Orden. ""Eduardo Tampe fue denunciado en diciembre de 2019 por un hecho de connotación sexual contra una mujer adulta, ocurrido en 2015. El caso fue derivado al Centro de Prevención de Abusos y Reparación de la Compañía de Jesús (CPR)"", indican. Tras ello, señala la congregación, ""se cumplió con el protocolo y se llevó a cabo una indagatoria canónica a través de un abogado externo, que determinó la verosimilitud de los hechos, estableciendo de inmediato sanciones y medidas acordes. La víctima ha sido acompañada por el CPR y se han llevado adelante, en conjunto con ella, diversas acciones de reparación"". La organización jesuita señala que con la publicación del informe se busca entregar transparencia. ""Es un elemento mínimo para abrir un diálogo con quienes han sido dañados, también para favorecer la búsqueda de la verdad y ayudar a prevenir que hechos como estos no se repitan. A las víctimas de abuso se les ha pedido perdón directamente, de manera pública y privada. Esperamos que este informe contribuya en sus procesos de reparación como una acción concreta y sistemática de reconocimiento, más allá de las coyunturas"", agrega la congregación local. 2020 es el año que el padre jesuita Eduardo Tampe fue separado de las actividades pastorales. 10 de mayo fue entregado el informe. En Puerto Montt se publicó una carta en la web del Colegio San Javier."
3,Reconocen abuso sexual de 3 sacerdotes en Puerto Montt,"Un informe de la congregación Compañía de Jesús develó que tres sacerdotes que estuvieron en Puerto Montt cometieron abuso sexual, de acuerdo a la investigación llevada adelante por los jesuitas. A nivel nacional son 13 los sacerdotes denunciados quienes habrían cometido por lo menos 64 abusos, contra 34 menores y 30 adultos. Uno de los nombres conocidos en la capital regional es el del padre Eduardo Tampe Maldonado. El documento de la Compañía de Jesús indica que la denuncia se hizo en el año 2019. Se señala que el sacerdote fue sindicato por una ""persona mayor de edad, víctima de una transgresión de límites en esferas de la sexualidad. El delito fue frustrado por la acción de la víctima"". En el año 2020 Tampe, de 90 años, fue suspendido del trabajo pastoral. El cura ingresó a la Compañía de Jesús en marzo de 1961 y fue ordenado en diciembre de 1971. Quien también estuvo en Puerto Montt, fue el padre Jaime Guzmán Astaburuaga, que -de acuerdo al informe- cometió abusos entre 1960 y 1990, no sólo en Chile, sino que también en el extranjero. Se indica que por lo menos 15 menores fueron afectados por estos hechos. En el 2012 se le prohibió acercarse a niños y niñas, y este año fue expulsado de la congregación. El padre Leonel Ibacache Ortiz cometió abusos entre 1960 y 1990 en Santiago, Puerto Montt, Antofagasta y Valparaíso. El documento de la Compañía de Jesús agrega que son seis los menores ""víctimas de diversas situaciones abusivas de connotación sexual"". Entre el los años 2018 y 2019 se tomó diversas medidas cautelares por parte de los jesuitas, pero falleció el 15 de septiembre de 2019. El arzobispo de Puerto Montt, monseñor Fernando Ramos, explica que cuando hay una acusación contra algún religioso de una congregación determinada, le corresponde a esa congregación investigar. ""Cuando se trata de menores, ello es sancionado por la Santa Sede, con los antecedentes respecto al hecho. Es la Santa Sede la que ve cómo se procede. En caso de aplicar sanciones, que se cumplan"", replica. La información contenida en el documento fue entregada este año por el Centro de Prevención de Abusos y Reparación (CPR) de la Compañía de Jesús, liberado en la web de la congregación. Gabriel Roblero, provincial de la Compañía de Jesús, indica en el informe que ""los abusos al interior de la Iglesia y de la Compañía de Jesús son una dolorosa verdad que debemos reconocer y enfrentar durante mucho tiempo. Esta fue una realidad que no se abordó de manera adecuada, hubo negación, silencio, minimización, ceguera, invisibilización e incluso en algunos casos se intentó justificar lo ocurrido"", afirma. La congregación Compañía de Jesús de Puerto Montt se pronunció respecto a los casos descubiertos en la capital regional. Indicaron que ""tal como se señala en el informe, Jaime Guzmán fue expulsado de la Compañía de Jesús y también perdió el estado clerical, condena ratificada e inapelable de la Congregación para la Doctrina de la Fe. Actualmente, se encuentra sujeto de manera voluntaria a un plan de supervisión y tiene restricción absoluta de contacto con menores de edad"". Respecto de Leonel Ibacache, se señala que falleció hace dos años, ""pero en su momento se realizó un proceso canónico en su contra, el que concluyó con su expulsión de la Compañía de Jesús"". La congregación agrega que ""en relación con Eduardo Tampe, fue denunciado en 2019 por un hecho de connotación sexual contra una mujer adulta, ocurrido en 2015"". Detallan que ""se realizó una investigación canónica que se encuentra concluida y que actualmente cumple un plan de supervisión que está a cargo de una profesional externa de la compañía"". Mencionan que las distintas etapas de estos procesos y sus respectivas sanciones ""han sido informadas oportunamente, de acuerdo a los protocolos establecidos"". Mario Vargas Vidal, electo constituyente y presidente de la organización de Laicos y Laicas de Osorno, puntualiza que estos hechos fueron denunciados en su debido momento, ""sabiendo de las debilidades de la Compañía de Jesús y que había casos que estaban a la vista"", remarca. Vargas reconoce que la congregación haya dado a conocer estos hechos y las sanciones. ""Que se haya reconocido es un signo importante para transparentar lo que no ha sido capaz de dar la iglesia chilena y que sigue en este encubrimiento"". Para el constituyente ""se trata de una luz de esperanza para todos los que ha sido abusados. Aplaudimos esta actitud, que es para que la luz y la transparencia llegue a nuestra Iglesia muy pronto"", manifiesta el osornino. Para el dirigente lo ocurrido y los pasos que se han dando han sido complejos. ""Esta es una situación difícil, porque cuando la estructura de la Iglesia -que es dirigida por cardenales y arzobispos- está en una lógica de encubrimiento, no se puede avanzar y desnudan lo que es la Iglesia hoy en día y no van de la mano con lo que la ciudadanía exige hoy en las calles, que es la existencia de transparencia, por lo que la Iglesia chilena se está quedando atrás y es en este contexto histórico. Es lamentable que las autoridades eclesiásticas sigan encabezando una Iglesia conservadora, que dejó su rol importante que tuvo en la década de los 80, que es estar al lado del pueblo y los que sufrían"". Para Vargas ""esa Iglesia no la tenemos y debería ser una Iglesia salvadora"". ""Eduardo Tampe fue denunciado en 2019 por un hecho de connotación sexual contra una mujer adulta ocurrido en 2015"" Compañía de Jesús, Puerto Montt ""Es lamentable que las autoridades eclesiásticas sigan encabezando una Iglesia conservadora, que dejó su rol importante que tuvo en la década de los 80"" Mario Vargas,, Laicos de Osorno 13 son los sacerdotes jesuitas sindicados como abusadores sexuales en el país e incluso en el extranjero, según el informe. 90 años tiene en la actualidad el Padre Eduardo Tampe, quien fue suspendido de la actividad pastoral desde el año pasado."
4,Dictaminan 12 años de presidio a acusado de femicidio frustrado,"Dura es la pena dictaminada por el Tribunal de Juicio Oral en lo Penal (TOP) de Puerto Montt, contra un acusado que fue encontrado culpable del delito de femicidio, en grado de frustrado, ocurrido en septiembre de 2019 en Fresia. Jaime Pérez Huenulef recibió una pena efectiva de 12 años de presidio. En fallo unánime, el tribunal -integrado por los jueces Francisco Javier del Campo (presidente de sala), Andrés Villagra (redactor) y Jaime Rojas- aplicó además a Pérez Huenulef las accesorias legales de inhabilitación absoluta perpetua para cargos y oficios públicos y derechos políticos; la inhabilitación absoluta para profesiones titulares mientras dure la condena; la prohibición de acercarse a la víctima, su domicilio, lugar de estudio o trabajo y cualquier lugar donde se encuentre, y la prohibición de porte y tenencia de armas de fuego, por el término de dos años, desde que la sentencia se encuentre firme y ejecutoriada; y la asistencia obligatoria de asistir a un programa terapéutico para el control de impulsos y de consumo problemático de alcohol y drogas. El tribunal, además, condenó a Jaime Pérez Huenulef a la pena de 61 días de presidio y la accesoria legal de suspensión de cargo u oficio público mientras dure la condena, como autor del delito consumado de amenazas no condicionales en contexto de violencia intrafamiliar. El fallo indica que el acusado fue absuelto de los cargos que lo sindicaban como autor de los delitos de amenazas no condicionales y violación de morada, ello por falta de pruebas. El documento señala que el condenado amenazó a su ex pareja el 6 de septiembre de 2019 y posteriormente el 9 del mismo mes ""Pérez Huenulef ingresó a la casa de su ex conviviente y madre de dos hijos en común ubicado en Fresia, en cuyo interior, conociendo la relación que los ligaba y con la finalidad de darle muerte, procedió a agredirla con un cuchillo cocinero"", provocándole graves lesiones consideradas de riesgo vital, por lo que debió ser internada en el Hospital Puerto Montt."
5,Reconocen abuso sexual de 3 sacerdotes en Puerto Montt,"Un informe de la congregación Compañía de Jesús develó que tres sacerdotes que estuvieron en Puerto Montt cometieron abuso sexual, de acuerdo a la investigación llevada adelante por los jesuitas. A nivel nacional son 13 los sacerdotes denunciados quienes habrían cometido por lo menos 64 abusos, contra 34 menores y 30 adultos. Uno de los nombres conocidos en la capital regional es el del padre Eduardo Tampe Maldonado. El documento de la Compañía de Jesús indica que la denuncia se hizo en el año 2019. Se señala que el sacerdote fue sindicato por una ""persona mayor de edad, víctima de una transgresión de límites en esferas de la sexualidad. El delito fue frustrado por la acción de la víctima"". En el año 2020 Tampe, de 90 años, fue suspendido del trabajo pastoral. El cura ingresó a la Compañía de Jesús en marzo de 1961 y fue ordenado en diciembre de 1971. Quien también estuvo en Puerto Montt, fue el padre Jaime Guzmán Astaburuaga, que -de acuerdo al informe- cometió abusos entre 1960 y 1990, no sólo en Chile, sino que también en el extranjero. Se indica que por lo menos 15 menores fueron afectados por estos hechos. En el 2012 se le prohibió acercarse a niños y niñas, y este año fue expulsado de la congregación. El padre Leonel Ibacache Ortiz cometió abusos entre 1960 y 1990 en Santiago, Puerto Montt, Antofagasta y Valparaíso. El documento de la Compañía de Jesús agrega que son seis los menores ""víctimas de diversas situaciones abusivas de connotación sexual"". Entre el los años 2018 y 2019 se tomó diversas medidas cautelares por parte de los jesuitas, pero falleció el 15 de septiembre de 2019. El arzobispo de Puerto Montt, monseñor Fernando Ramos, explica que cuando hay una acusación contra algún religioso de una congregación determinada, le corresponde a esa congregación investigar. ""Cuando se trata de menores, ello es sancionado por la Santa Sede, con los antecedentes respecto al hecho. Es la Santa Sede la que ve cómo se procede. En caso de aplicar sanciones, que se cumplan"", replica. La información contenida en el documento fue entregada este año por el Centro de Prevención de Abusos y Reparación (CPR) de la Compañía de Jesús, liberado en la web de la congregación. Gabriel Roblero, provincial de la Compañía de Jesús, indica en el informe que ""los abusos al interior de la Iglesia y de la Compañía de Jesús son una dolorosa verdad que debemos reconocer y enfrentar durante mucho tiempo. Esta fue una realidad que no se abordó de manera adecuada, hubo negación, silencio, minimización, ceguera, invisibilización e incluso en algunos casos se intentó justificar lo ocurrido"", afirma. La congregación Compañía de Jesús de Puerto Montt se pronunció respecto a los casos descubiertos en la capital regional. Indicaron que ""tal como se señala en el informe, Jaime Guzmán fue expulsado de la Compañía de Jesús y también perdió el estado clerical, condena ratificada e inapelable de la Congregación para la Doctrina de la Fe. Actualmente, se encuentra sujeto de manera voluntaria a un plan de supervisión y tiene restricción absoluta de contacto con menores de edad"". Respecto de Leonel Ibacache, se señala que falleció hace dos años, ""pero en su momento se realizó un proceso canónico en su contra, el que concluyó con su expulsión de la Compañía de Jesús"". La congregación agrega que ""en relación con Eduardo Tampe, fue denunciado en 2019 por un hecho de connotación sexual contra una mujer adulta, ocurrido en 2015"". Detallan que ""se realizó una investigación canónica que se encuentra concluida y que actualmente cumple un plan de supervisión que está a cargo de una profesional externa de la compañía"". Mencionan que las distintas etapas de estos procesos y sus respectivas sanciones ""han sido informadas oportunamente, de acuerdo a los protocolos establecidos"". Mario Vargas, electo constituyente y presidente de la organización de Laicos y Laicas de Osorno, puntualiza que estos hechos fueron denunciados en su debido momento, ""sabiendo de las debilidades de la Compañía de Jesús y que había casos que estaban a la vista"", remarca."
6,Rechazan amparo en favor de excarabinero preso por ultrajes a niña,"La Segunda Sala de la Corte de Apelaciones de Puerto Montt rechazó en las últimas horas un recurso de amparo deducido contra la jueza suplente del Juzgado de Garantía de Ancud, Vania Angulo, después de su resolución que dejó en prisión preventiva a un excarabinero formalizado por ataques sexuales contra la hija de quien era su pareja en la ciudad del Pudeto. El defensor Filippo Corvalán interpuso el requerimiento con el objeto de revertir la gravosa precautoria dictada contra el imputado de 32 años, quien fue encausado por abuso sexual y violación impropia, por los presuntos ultrajes perpetrados el 2014 contra una niñita de apenas 10 años. Como explicó el abogado, el tribunal de primera instancia ""hizo un escueto análisis"" de los antecedentes que presentó en audiencia, para desvirtuar la existencia del delito y, principalmente, la participación de su representado. Añadió que ""no hay prueba concluyente para vincularlo"". Igualmente, el jurista justificó su acción legal remarcando que no se expusieron los fundamentos que sustentan la cautelar, como tampoco las evidencias investigativas y elementos probatorios obtenidos en esta etapa procesal por parte del Ministerio Público. Bajo ese escenario, el profesional solicitó otra medida menos intensiva. Una propuesta que desecharon los ministros. Según el fallo de alzada, ""no se aprecia la ocurrencia de la falta de fundamentación que alega la recurrente, sino más bien una disconformidad con el contenido de la resolución"", que señalaron ""ha sido adoptada en el marco de las competencias que le reconoce la ley"" a la magistrada. Agregó la sala que tampoco concurre una infracción al principio de inexcusabilidad que invocó Corvalán, enfatizando que sí se consideraron todas las alegaciones de la defensa para emitir el dictamen."
7,A los 77 años muere en Castro el comunicador de TV Carlos San Juan,"Luego de batallar por semanas por las complicaciones de un accidente cerebrovascular que se le presentó el martes 4 de mayo, el reconocido comunicador Carlos Javier San Juan Pagola (77) falleció ayer pasadas las 4 de la madrugada en el Hospital Augusto Riffart de Castro. El uruguayo avecindado en la Isla por décadas fundó en los '90 el Canal 3 de la capital provincial. Precisamente de este medio, Televisión Insular, Telesur Castro, seguía siendo su director. Y fue en esas idas y venidas entre su domicilio y la empresa de comunicación cuando sufrió el derrame que obligó a su ingreso asistencial. Además, quien estudió Ciencias Económicas en la Universidad de la República en Montevideo fue durante 25 años, como su mismo perfil de Facebook lo indica, gerente de recursos humanos de Salmones Unimarc S.A., en Chonchi. El comunicador castreño Jorge Soto reconoce de San Juan que ""era complicado para trabajar, pero al final cedía en lo que se hacía; recuerdo muchas anécdotas, una persona muy trabajadora, para él no existían los feriados o los domingos. Por eso el canal era bien visto: se transmitía de noche, de amanecida. Se cubrían partidos de fútbol y de básquetbol, cabildos, reuniones de concejo, desfiles completos... la gente se cruzaba y se buscaba porque sabía que iba a salir en la pantalla"". El hoy funcionario de Catro Municipio TV laboró con Carlos durante 20 años, entre 1997 y 2007. Recuerda que viajó por Chiloé e incluso fuera de la provincia registrando los hechos con su cámara por orden de su entonces jefe. ""Pude conocer submarinos, pasear por los aires, ir a Campos de Hielo Norte y Sur... y también compartir las transmisiones deportivas con los finados Jaime Muena y Pablo Reyes, entre muchas otras cosas"". San Juan además fue colaborar estrecho de La Estrella de Chiloé en su campaña ""¡No enmudecer! Chiloé combate con fuerza el abuso sexual infantil"", iniciativa presente hace 11 años en la zona. Al respecto, Víctor Hugo Palma, director del medio, mencionó que ""el mundo de las comunicaciones de la región pierde a un tremendo profesional y un gran ser humano. Carlos fue un gran amigo, muy cercano a la ciudadanía y comprometido con su trabajo. Siempre fue colaborador y empático con las causas sociales. Fue uno de los pioneros en la televisión chilota con su Canal 3 Telsur"". Sumó que ""fue el primer periodista y comunicador en sumarse a la acciones que impulsó el año 2010 la campaña '¡No enmudecer!' para visibilizar la problemática del abuso sexual infantil en Chiloé. Sin duda, se nos fue un caballero de las comunicaciones. Mis sinceras condolencias para toda su familia y mucha fuerza y resignación para sobrellevar este doloroso momento"". velatorio La familia agradece las múltiples ""muestras de cariño"" entregadas desde distintas partes de la zona, incluyendo las visitas al lugar donde está siendo velado el cuerpo hasta hoy a las 14 horas, en la Funeraria Vásquez de calle Sargento Aldea en la ciudad de Castro. ""La gente reconoce la pasión de mi papá por el canal, por Chiloé. Hemos tratado de controlar el aforo en medio de las circunstancias por esta pandemia"", contaba ayer Mauricio San Juan en un día en que además la capital provincial volvía a la cuarentena ante el alza de casos de coronavirus. El joven es uno de los hijos del uruguayo; dos de ellos viajaban desde Barcelona, España, para llegar a tiempo a la Isla antes de ser llevados esta tarde los restos del hombre de televisión a Puerto Montt, donde serán cremados. ""Fue un tipo bueno, nos enseñó la honradez, ser lo más correcto que se pueda (...), siempre actuó de buena fe"", agregó el descendiente de la figura local cuyas cenizas irán, en parte y cuando la situación sanitaria lo permita, a Uruguay (""él tenía muchas ganas de pasar sus últimos días allá""), quedando el resto de ellas en la Isla que hoy lo despide."
8,Abuelo fue condenado a 8 años de cárcel por violación a nieta de 6,"Este martes se leyó la sentencia en contra de un hombre de 67 años, declarado culpable de los delitos de violación y abuso sexual contra su nieta de tan sólo 6 años, ambos ocurridos en Puerto Montt. Según consignó SoyChile, el Tribunal Oral de la capital regional determinó, tras el juicio oral, que el sujeto fuera a condenado a 8 años de presidio mayor en su grado mínimo por los dos delitos, en calidad de reiterados. Lo anterior pese a los 15 años de pena que buscaba la Fiscalía para el sujeto. ""Si bien el fallo se encuentra ajustado a derecho, como Fiscalía no compartimos la decisión del tribunal, creemos que la pena que solicitamos de 15 años era la más indicada por el reproche que merece la conducta del abuelo"", explicó al medio Ana María Agüero, fiscal del caso.  Imagen: Huawei / Agencia Uno"
9,Hombre intentó acabar con la vida de su ex conviviente: Fue formalizado,"El Tribunal Oral en lo Penal de Puerto Montt condenó a un hombre como el responsable de los delitos de amenazas y femicidio frustrado en contra de su ex conviviente. El hecho ocurrió en septiembre del 2019 en Fresia, tras la investigación de dos años realizada por la Fiscalía junto a Carabineros, lograron acreditar la culpabilidad de Jaime Pérez Huenulef. “El acusado ingresó al dormitorio de la víctima apuñalándola en diversas partes del cuerpo, y que le hubieran causado la muerte dichas lesiones si no hubiese sido por el auxilio que le dieron en ese momento los propios familiares y vecinos”., manifestó la fiscal del caso, Lorena Meza. La fiscal señaló que están pidiendo 13 años de cárcel por el delito de femicidio frustrado y 540 días por amenazas. La lectura de la sentencia se realizará este 5 de mayo."
