,id_news,country,media_outlet,url,title,text,date,title_label,title_score
0,21916743.0,chile,radiosago,https://www.radiosago.cl/fiestas-en-chiloe-20-detenidos-en-medio-de-tres-celebraciones/,Fiestas en Chiloé: 20 detenidos en medio de tres celebraciones,"Nuevas fiestas clandestinas en Chiloé arrojaron 20 detenidos este fin de semana. En Castro, por ejemplo, tres personas fueron aprehendidas en medio de un evento que se estaba realizando a plena luz del día. En Quellón, en tanto, Carabineros tuvo que intervenir en dos celebraciones durante el toque de queda. Aquí 17 personas fueron detenidas, donde  seis de ellas.  pasaron a control de detención.  ",2021-03-29,NEG,0.9194873571395874
1,21916803.0,chile,radiosago,https://www.radiosago.cl/encuentran-cadaver-de-hombre-en-un-centro-de-cultivo-en-desuso/,Encuentran cadáver de hombre en un centro de cultivo en desuso,"El cuerpo sin vida de un hombre fue hallado esta mañana al interior de un centro de cultivo de salmones en desuso en Quellón. El hallazgo fue hecho por operarios de una empresa aledaña, quienes dieron de cuenta del hecho a la policía. Se desconoce por ahora la identidad de esta persona y funcionarios de la Brigada de Homicidios de Puerto Montt están a cargo del caso. Otros hechos policiales En tanto, otras dos personas fallecidas fue el saldo de igual número de hechos policiales ocurridos en las últimas horas en la Región. En Puerto Montt, un agricultor de 76 años perdió la vida en la ruta 5 sur tras atropellado por el conductor de un vehículo. El accidente se registró entre la avenida Parque Industrial y el acceso a Cardonal. De acuerdo a los antecedentes de Carabineros, la víctima habría cruzado la calzada por un lugar no habilitado. Por su parte, en el sector de corrales del Sur, en la comuna de Puyehue, el dueño de una vivienda murió a raíz de un incendio que consumió totalmente su casa. Los peritos de la Labocar de Carabineros como funcionarios de la SIP iniciaron las pesquisas para determinar las causas de este lamentable hecho. Finalmente, en la región de Los Ríos, en prisión preventiva quedó el imputado Sergio Oyarzún Patiño, de 26 años, quien fue formalizado por la Fiscalía por su participación en calidad de autor del homicidio simple de Boris Jerez Fernández, en un hecho de sangre ocurrido el 7 de marzo pasado en la población Guacamayo de la comuna de Valdivia. Para este caso se fijó un plazo de 120 días de indagación.",2021-03-26,NEG,0.9934036135673523
2,21478184.0,chile,elrepuertero,https://www.elrepuertero.cl/noticia/sociedad/encuentran-cadaver-en-centro-de-cultivo-inactivo-de-empresa-salmonera-en-los-lagos,Encuentran cadáver en centro de cultivo inactivo de empresa salmonera en Los Lagos,"Este sábado, trabajadores de una empresa salmonera de la ciudad de Quellón hallaron el cadáver de un hombre en un centro de cultivo inactivo en la región de Los Lagos. Según lo señalado por Bio-Bio, la fiscal subrogante de Quellón, Paulina Otero, afirmó que ““Hasta el momento el cuerpo no ha sido identificado. Como primera diligencia se dispuso de la concurrencia de la avanzada de la PDI de Quellón”, comentó. “Además, se despachó una orden de investigar a la Brigada de Homicidios de Puerto Montt, quienes estarán a cargo de esclarecer los hechos”, añadió Otero. Por tanto, se está a la espera de los peritajes del Servicio Médico Legal para la entrega de más antecedentes con respecto a la identidad, causa de muerte y posible intervención de terceros.  Foto: Huawei/Agencia Uno.",2021-03-28,NEG,0.97060227394104
3,21396141.0,chile,elinsular,https://elinsular.cl/opinion/2021/03/14/un-ano-de-pandemia-en-chiloe/,Un año de pandemia en Chiloé,"Ya ha transcurrido casi un año desde que la pandemia del nuevo coronavirus ataca a nuestra Provincia de Chiloé, en este periodo, ha habido más de 9000 personas que han resultado positivas a coronavirus, muchas han estado gravemente enfermas y felizmente se han recuperado, pero también hemos tenido que lamentar fallecimientos que han significado un dolor irreparable para sus familias, amigos y comunidad; para quienes van mis más sinceras condolencias. Desde un inicio, el sector salud provincial ha estado enfrentando la pandemia,  los funcionarios de salud han debido realizar esfuerzos extraordinarios para disminuir el impacto de la misma,  la atención primaria ha desplegado sus mejores y mayores esfuerzos para realizar el control en la primera línea de defensa, con el fin de que el número de personas que requieran hospitalización sea el menor posible, de tal manera que los funcionarios que trabajan en los hospitales y especialmente en  las unidades de pacientes críticos, puedan dar abasto y atender adecuadamente a cada una de las personas que se hospitalizan. El trabajo realizado por el personal sanitario ha sido de una calidad, dedicación, compromiso y envergadura, que hace necesario una mención especial de felicitaciones y agradecimientos de parte de todos quienes vivimos en este archipiélago. También, se ha debido rápidamente incrementar el número de camas críticas, lográndose que en el Hospital de Castro se aumente  de 5 a 40 camas e instalándose  por primera vez  6 camas críticas en el Hospital de Ancud;   también se ha reforzado y complejizado la atención en los hospitales de Achao, Quellón y Queilen con el objetivo de atender pacientes con requerimientos de Oxígeno, todo esto gestionado en red, lo que  ha permitido atender a todos quienes han requerido ser hospitalizados por COVID-19, debiéndose realizar muy pocas  evacuaciones preventivas y estas  siempre con el objetivo de mantener camas disponibles y nunca por colapso hospitalario. Las estrategias planificadas y ejecutadas con el fin de contar con más camas básicas, como ampliaciones de la Hospitalización Domiciliaria y la implementación de extensiones hospitalarias en internados escolares, ha permitido estar preparados para un eventual aumento de necesidad de camas. Sin embargo, también debo reconocer que podría haberse hecho aún más en términos de proteger a nuestro Archipiélago, esto basado en las evidencias y conocimientos obtenidos de las buenas estrategias y el resultado de su implementación en regiones del mundo en que la pandemia atacó primero y que de esta forma se constituyeron en una “ventana al futuro”, como por ejemplo, el fortalecimiento del control sanitario al ingreso con la exigencia de la aplicación de un  test, esto con el objetivo de evitar que se incremente tan rápidamente la carga viral dentro de la Provincia. Para las atenciones de salud no COVID-19, se han mantenido las unidades de emergencias hospitalarias con sus servicios de urgencia y pabellones quirúrgicos disponibles y funcionando ininterrumpidamente, se ha priorizado las atenciones médicas y quirúrgicas que no pueden esperar, como las atenciones por Cáncer y también aquellas que se pueden agravar en la medida que pasa el tiempo. Sin embargo y a pesar de lo señalado, existe una postergación de atenciones de salud de miles de personas que permanecen en listas de espera y que dada la situación de pandemia han debido ser pospuestas, para ello se están desarrollando proyectos que aumentan  pabellones quirúrgicos, salas de hospitalización de mediana complejidad, unidades de cuidado intensivo permanentes, nueva implementación y estrategias que aumenten el número de atenciones médicas ambulatorias, de esta forma estar preparados para cuando la intensidad de la pandemia lo permita, reiniciar rápidamente la atención de las personas que esperan por una o más prestaciones de salud. Con el fin de darle celeridad a la tramitación a estos proyectos, se requiere que autoridades y parlamentarios den su apoyo explícito y decidido, realizando gestiones al más alto nivel para priorizar estas justificadas demandas, alineándose con las autoridades de salud provincial y asumiendo como propios, los proyectos que han sido desarrollados con fundamento clínico y basados en evidencias.",2021-03-15,NEG,0.9990746974945068
4,21397192.0,chile,elinsular,https://elinsular.cl/noticias/chiloe/2021/03/22/40-personas-detenidas-en-fiestas-clandestinas-en-quellon/,40 personas detenidas en fiestas clandestinas en Quellón,"Un nuevo llamado a mantener las medidas de seguridad y respetar las restricciones sanitarias hicieron las autoridades de salud, luego que este fin de semana se registraran más de 15 denuncias por fiestas clandestinas en la comuna de Quellón. Los equipos fiscalizadores detuvieron a 40 personas en dos actividades sociales, sin embargo, no pudieron abordar las demás denuncias. En tanto, en el reporte regional la provincia de Chiloé sumó 41 casos nuevos y un fallecimiento de una persona de la comuna de Chonchi. FIESTAS CLANDESTINAS Fue la jefa de la oficina provincial de la Autoridad Sanitaria, María Fernanda Matamala, quien detalló que todas las detenciones se produjeron la madrugada del domingo, en el marco de fiestas clandestinas en la comuna de Quellón. “Otras 15 denuncias por fiestas clandestinas no pudieron ser atendidas por encontrarse los equipos de la Seremi de Salud y Carabineros desplegados, cumpliendo labores de fiscalización. Si bien esta comuna se encuentra en Fase 3, el toque de queda es una medida restrictiva que está implementada en todo el territorio nacional, independiente de la fase del Plan Paso a Paso en que se encuentren los territorios, para justamente evitar reuniones y fiestas que puedan provocar posteriormente brotes de contagios por Covid-19”, expresó la profesional. Recordó que realizar estas actividades en medio de una pandemia pone en riesgo gravemente la salud no solo de las personas que participan de ella, sino que de toda la población. “Sobre todo en momentos en que los servicios de salud se encuentran importantemente tensionados por la disponibilidad de camas críticas. El llamado es a la comunidad a, por favor, colaborar con la medida sanitarias impuestas para combatir esta pandemia, a evitar aglomeraciones y a tener una postura y actuar responsable con el entorno, pues de lo contrario las instituciones fiscalizadoras nos veremos en la obligación de aplicar todo el peso de la ley sobre aquellos que no cumplan la normativa vigente”, expresó. CHILOE Y VACUNAS Desde la Seremi de Salud, se informó este domingo que la Provincia de Chiloé alcanzó los 306 casos Covid 19 activos. Se confirmó la muerte de una adulta mayor de 88 años de edad, con residencia de la comuna de Chonchi quien falleció en su residencia por Covid 19, con lo que el archipiélago alcanzó las 118 muertes por efecto de la pandemia. Respecto al proceso de vacunación, en la Región de Los Lagos la inoculación de personas con las primera doses alcanza las 267.446 personas, y de con segunda doses de la vacuna 142.928, totalizando 410.374 personas (37,5% de la población objetivo). El Seremi de Salud, Alejandro Caroca, señaló al respecto que “la próxima semana corresponde (la vacunación) de persona del transporte y de servicios básico, también comenzamos la vacunación a personas sobre 57 años, vocales de mesa, así como el personal de apoyo en las elecciones. Continuamos también con la vacunación de las segundas dosis de las personas ya vacunadas, población rezagada de los grupos objetivos anteriores. Se nos agrega la estrategia de capullo, aquellos pacientes pediátricos, inmuno comprometidos vamos a vacunar al entorno que lo protege, que puede corresponder padres, hermanos, etc.”, indicó. La autoridad en salud aclaró que “El personal de transporte son aquellas personas que trabajar en la movilización de productos críticos, alimentos, insumos clínicos, medicamente. Personal de servicios básicos corresponde a aquellos de electricidad, agua, gas, telecomunicaciones, generación de energía, distribución de combustible y en el caso de los vocales de mesa deben consultar sus datos en el Servel y traer una certificación que acredite esto”, apuntó.",2021-03-22,NEG,0.9914502501487732
5,21403319.0,chile,elinsular,https://elinsular.cl/noticias/chiloe/2021/02/27/el-sueno-de-la-casa-propia-cada-vez-mas-lejos/,El sueño de la casa propia cada vez más lejos…,"Un clima de evidente malestar se ha instalado durante los últimos días entre diferentes comités y movimientos sociales ante la escasa asignación de subsidios habitacionales para familias que llevan años postulando para acceder a la vivienda propia en Chiloé. Una dilatada espera que ha llevado a mujeres dueñas de casa a expresar públicamente su malestar tanto por el complejo proceso burocrático que dicen enfrentar como por la depresión económica y social de la pandemia que golpea a las distintas comunas. El territorio chilote vivió un fuerte régimen de cuarentena lo que no hizo más que agudizar la situación social y económica entre aquellas familias arrendatarias sin poder de generación de recursos económicos para llegar a fin de mes. Sin embargo, este panorama se acrecentó aún más esta semana cuando el Ministerio de la Vivienda y Urbanismo (Minvu) reveló la selección y aprobación de solo 122 subsidios habitacionales en un abierto contraste con las cerca de 14 mil postulaciones en la Región de Los Lagos. Al sur de la Isla de Chiloé, en la comuna de Quellón, la molestia se hizo evidente entre agrupaciones de comités sin casa quienes claman por mayores asignaciones para paliar el fuerte déficit de viviendas. Fabiola Muñoz, vocera de la organización, comentó que a la luz de estos resultados “la sensación que nos da es de un abandono total del Gobierno porque en este momento estamos en un abandono total porque también tiene que ver mucho con el 10% del retiro previsional como explicaba el jefe del Serviu porque hubo una postulación masiva”. “Son poco más de 1.300 personas que en estos momentos que están sin una vivienda y los que están catastrados (…) pedimos bajo la ley de transparencia que nos den en el listado porque nos dijeron que en Quellón son tres o cinco familias las que lograron subsidio”. La dirigente agregó que dado el drama social en la comuna quellonina “la gente en este momento está saliendo a las calles porque no tienen dónde vivir, esas familias no están seguras sí van a poder llegar a fin de mes donde están viviendo y es por eso que estamos buscando ayuda, ahora a corto plazo necesitamos que nos de algún tipo de solución, por último, el municipio que se haga presente que algún subsidio de arriendo, que ayude a estas familias”. CASTRO Una realidad no muy diferente se vive entre familias sin casa propia en Castro quienes ven con desesperanza la posibilidad de obtener la aprobación de un subsidio habitacional. Claudia Meza, coordinadora de cuatro comités sin vivienda, calificó como una burla la escasa selección de favorecidos con el beneficio que entrega el Minvu en la zona. “Es una burla para los comités de Chiloé, este gobierno no sé si se está burlando, acá en Castro hay un déficit de más de 2 mil familias y teniendo terreno, ya que años atrás nos costaba mucho luchar por un terreno, había que expropiar para obtener la población Salvador Allende y allí se entregaron caso mil subsidios, y ahora lo que es estos ciento y tantos subsidios, es una vergüenza para Chiloé ”, recordó Meza. La dirigente castreña anticipó que para el 2 de marzo se ha previsto una reunión vía plataforma Zoom con el titular del Ministerio de la Vivienda y Urbanismo, Felipe Ward, para exponer la situación por el déficit de casas. A este respecto señaló que “esperamos tener una conversación con él y que por favor nos tiren subsidios para Castro, tenemos los terrenos y lo que nos falta a nosotros son los recursos” sumando que “hay comités que llevan diez años esperando y todavía no han tenido una solución”. Por su parte la vocera del movimiento de familias sin casa de Ancud, Carla Mateo resumió que existen 44 comités de los cuales coordina 20 agrupaciones de jefas de hogar. Durante los últimos días las demandantes han protagonizado marchas por las calles de la ciudad exigiendo soluciones a favor de acceder a la anhelada vivienda propia. “Hay personas que lo están pasando muy mal ahora, Ancud es la comuna más pobre de Chiloé, la mayoría son todos independientes, estamos buscando una solución la cual no se ha dado porque la pandemia no ha golpeado demasiado”, precisó Mateo. La dirigente explicó que existen poco más de 1.200 familias catastradas que conforman los distintos comités. Para la próxima semana se ha previsto un encuentro entre los representantes del movimiento con el alcalde, Carlos Gómez y funcionarios de la Oficina Municipal de la Vivienda para explorar alternativas de solución por la demanda habitacional. SEREMI El seremi de la Vivienda y Urbanismo de Los Lagos, Jorge Guevara, reconoció la baja selección de subsidios habitacionales asignados en esta oportunidad siendo una cifra ínfima en comparación con las postulaciones. La autoridad explicó que “hace unas semanas atrás publicamos la selección del llamado individual del Fondo Solidario para los grupos más vulnerables, lamentablemente los recursos disponibles para eso no alcanzan para lo que uno quisiera y la selección fue bastante baja”. “Estamos haciendo gestiones a nivel central, para disponer de nuevos recursos y se pueda hacer una ampliación de la selección, quedó mucha gente afuera, en total en la región postularon más de 13 mil familias y tuvimos poco más de 120 seleccionados”, reconoció el seremi de la Vivienda y Urbanismo. La destinación de más recursos económicos debería darse durante el 2021 abriendo la opción de los postulantes agrupados en distintas comunas de la provincia. Mientras tanto el movimiento social no descarta nuevas manifestaciones o medidas de presión a favor de lograr una respuesta que atienda la demanda por la falta de viviendas en la población.",2021-03-04,NEG,0.9236721992492676
6,21402855.0,chile,elinsular,https://elinsular.cl/noticias/chiloe/2021/03/09/corte-suprema-ordena-a-cruz-de-sur-a-indemnizar-a-pasajero-lesionado-en-accidente-de-transito/,Corte Suprema ordena a Cruz de Sur a indemnizar a pasajero lesionado en accidente de tránsito,"La Corte Suprema confirmó la sentencia que condenó a la empresa Transportes Cruz del Sur Limitada a pagar una indemnización de $ 7.000.000 a un pasajero que resultó lesionado en un accidente de tránsito registrado en octubre de 2017, en la localidad de Rauco, en la comuna de Chonchi. En fallo unánime, la Primera Sala del máximo tribunal declaró inadmisible el recurso de casación en la forma y rechazó el recurso de casación en el fondo interpuestos por la demandada en contra de la sentencia, dictada por la Corte de Apelaciones de Puerto Montt, que acogió la demanda. El hecho ocurrió el 17 de octubre de 2017, cuando el bus en que viajaba el demandante se desplazaba, de norte a sur, entre las comunas de Castro y Quellón. A las 21:15 horas, a la altura del kilómetro 1.200, el bus sufrió un volcamiento hacia el costado izquierdo de la berma, producto del exceso de velocidad, luego que el conductor perdiera el control de la máquina al enfrentar una curva y pendiente existente en el lugar.  La máquina comenzó a zigzaguear, momento en el cual se enfrentó a un minibús que venía en la dirección contraria, lo que obligó al conductor a realizar una maniobra para esquivar la colisión, lo que finalmente derivó en el volcamiento. SENTENCIA Según señala el fallo de los ministros Rosa María Maggi, Rosa Egnem, Juan Eduardo Fuentes, Arturo Prado y Jorge Zepeda, que basado en los antecedentes revisado por los magistrados “se desprende que no hay elemento alguno que escape del debate fáctico sostenido en la instancia, tanto en lo que respecta al motivo del accidente, el que incluye el manejo negligente, como a los motivos de la condena al daño moral”. La resolución agrega que la Corte concluye como motivo del accidente el manejo negligente del conductor atendidas las especiales condiciones climáticas, lo que se desprende del informe SIAT contenido en la carpeta investigativa del Ministerio Público, remitida a autos y no objetada. “De esta forma, el argumento de la demandante de levantar la conducción irresponsable del demandado incluye, sin duda, este manejo negligente”, indica. Para el máximo tribunal, añade que “(…) la actividad de valoración de los medios de prueba se agotó con aquella desplegada por los magistrados del fondo y no es posible esa revisión por la vía del presente recurso, a menos que se hubiere denunciado y establecido eficazmente vulneración de las normas reguladoras de la prueba, lo que en la especie no ha acontecido”. “Tampoco se advierte, en este contexto, contravención del artículo 1698 del Código Civil cuya regla aludida en el recurso se infringe cuando la sentencia obliga a una de las partes a acreditar un hecho cuya prueba corresponde a la contraparte, lo que no se vislumbra en el caso de autos”, añade. “Que, como ya se ha mencionado, lo que el tenor del recurso deja en evidencia, por lo tanto, es que las argumentaciones medulares que en él se contienen, se orientan más bien a impugnar la valoración que de las pruebas rendidas hicieron los jueces del mérito y de esa forma obtener, por esta vía, una nueva ponderación de los mismos para asentar hechos útiles a los propósitos de la codemandada. Sin embargo, tal pretensión escapa a los márgenes de este recurso, el que desde luego, y en virtud de esta conclusión, no podrá prosperar, por adolecer de manifiesta falta de fundamento”, concluye.",2021-03-08,NEG,0.7709130048751831
7,21401808.0,chile,elinsular,https://elinsular.cl/noticias/chiloe/2021/03/29/aumentan-los-detenidos-por-fiestas-clandestinas-en-castro-y-quellon/,Aumentan los detenidos por fiestas clandestinas en Castro y Quellón,"Una treintena de personas fueron detenidas este fin de semana por incumplimientos a las restricciones de movilidad por la pandemia. En Castro y Quellón se detectaron fiestas clandestinas. No obstante, la autoridad de salud destacó la baja movilidad evidenciada este fin de semana en los principales centros urbanos de toda la provincia. FIESTAS Y DETENCIONES Según lo señalado el Teniente Luis Corvalán, de la 6ta. Comisaría de Quellón, durante las fiscalizaciones en compañía de la Armada y Autoridad Sanitaria concurrieron a un domicilio en Avenida La Paz, en una cabaña en que fueron sorprendidas 10 personas en una fiesta clandestina. Más tarde, cerca de las 02:00 de la madrugada del domingo se realizó otra fiscalización en el pasaje Eben Ezer una segunda fiesta clandestina con la participación de 7 personas. “Antes dichas fiscalizaciones y rondas extraordinarias, se logró la detención de 24 imputados por infringir las normas sanitarias confirme el artículo 318 del Código Penal, un detenido por porte de arma blanca, 17 imputados detenidos por fiestas clandestinas, todo esto en virtud de una mayor fiscalización y cumplimiento de las medidas sanitarias”, expresó. Una situación que también se registró en la capital provincial durante este fin de semana donde se fiscalizó una fiesta clandestina este sábado. Así lo informó el Capitán Esteban Herrera, de la Segunda Comisaría de Castro, quien señaló que fue un llamado anónimo el que alertó de carreras clandestinas a la altura de las calles Yumbel y Argomedo. “Carabineros se traslada al lugar, percatándose que había una fiesta en calle Juan Martínez. Previa autorización de la dueña hizo ingreso percatándose que había 10 personas, procediendo a la detención de 8 de estas. De igual manera funcionarios de la Seremi realizaron el sumario correspondiente”, expresó. BAJA MOVILIDAD En este contexto, desde Autoridad Sanitaria, la jefa provincial de la oficina, María Fernanda Matamala, señaló que durante el fin de semana se notó una baja en la movilidad de las personas tras las restricciones interpuestas. “Hemos observado un comportamiento adecuado de la población en general, habiendo visto una baja mayor de la movilidad en comparación con el día de ayer (sábado)”, expresó. Respecto a los sumarios sanitarios por el incumplimiento de toques de queda y de las fiestas clandestinas fiscalizadas en Castro y Quellón, la profesional señaló que “se han sumado 5 sumarios a las personas de la comuna de Castro por incumplir el toque de queda. Se realizaron 22 sumarios sanitarios, con las respectivas detenciones en la comuna de Quellón por haberse constado fiestas clandestinas. Lamentablemente, en esta comuna han sido repetitivas y si bien es un número menor de personas, su comportamiento empaña el actuar de todos los ciudadanos de la provincia. Solicitamos tomar conciencia sobre la delicada situación epidemiológica que está viviendo el país y colaborar con el cumplimiento de las medidas sanitarias”, señaló.",2021-03-29,NEG,0.9926712512969971
8,21396947.0,chile,elinsular,https://elinsular.cl/opinion/2021/02/28/crisis-ambiental-en-chiloe/,Crisis ambiental en Chiloé,"El año 2016, la Contraloría General de la República decretó que todos los vertederos de la isla debían haber cerrado el 2012, por ende estaban incumpliendo la normativa vigente. En abril del año 2019 cierran el vertedero Huicha de la comuna de Ancud y se decreta alerta sanitaria para la provincia de Chiloé, dada la inexistencia de un sitio de disposición final de los residuos sólidos domiciliarios (RSD). Desde ese entonces y como puede verse en un artículo publicado en este medio de comunicación el 6 de septiembre del año 2019, hemos planteado la necesidad de realizar un “Análisis Multicriterio” que permita orientar la búsqueda de el o los sitios que reúnan las mejores condiciones para instalar un relleno sanitario para la provincia. Este problema no es nuevo, y ha existido suficiente tiempo para avanzar en un estudio basado en el conocimiento científico y los saberes locales, que permita de una vez por todas hacer las cosas bien. Sin embargo, como pudimos constatar en la sesión de la Comisión de Medio Ambiente del Consejo Regional, realizada en la Gobernación Provincial de Chiloé el pasado miércoles 24 de febrero, donde fuimos invitados como expertos locales, no hemos logrado avanzar en la solución sino al contrario: A pesar de cerca de 5 mil millones destinados a resolver esta problemática, la situación aún es crítica. Los vertederos de los 10 municipios de Chiloé se encuentran sin una Resolución de Calificación Ambiental para operar y están todos con sumario administrativo. Adicionalmente, el Gobierno Regional informa que los vertederos de las comunas de Quellón y Curaco de Vélez están a solo dos meses de colapsar, por ende no podrán entrar más RSD a estos recintos. Esto indica que prontamente estas comunas sufrirán las mismas consecuencias que tuvo que vivir la comunidad de Ancud, que quedó sin el retiro de los RSD y que aún se mantiene en una solución “transitoria”, con la instalación de un vertedero en la localidad de Puntra, que ha recibido duras críticas por su nivel de improvisación y tal como reporta la SMA deficiencias en su infraestructura y operación. Es por esto que en mayo de 2019 dimos a conocer al Jefe de la División de Planificación y Desarrollo Regional del Gobierno Regional (GORE) de Los Lagos la metodología de “Análisis multicriterio”, que permite dar una solución a la localización de un sitio de disposición final de RSD que cumpla con las condiciones óptimas, pero nada de eso ha sido considerado. El “Análisis multicriterio” se lleva a cabo en base a información territorial desplegada en un “Sistema de Información Geográfico”. Gran parte de esta información está disponible y es actualizada permanentemente por los servicios públicos tales como la DOH, DGA, CONAF, SERNAGEOMIN, entre otros, y han sido integrados a la plataforma IDE. Se trata de considerar los aspectos hidro-geológicos, suelo, clima, cobertura vegetacional entre otros aspectos ecológicos que permitan identificar las zonas en donde potencialmente se realizará el menor daño ambiental. Por otra parte, se pueden incorporar aspectos como distancia a la población y diversas otras variables socio-ambientales, que permiten ir descartando los sitios en donde potencialmente se podría poner en riesgo la salud de las personas o de ecosistemas relevantes (p.e. humedales) por una potencial contaminación. Esta herramienta es comúnmente utilizada en las ciencias para aportar a la toma de decisiones en los territorios. Junto con ello, existen los profesionales y las capacidades técnicas instaladas en la Provincia de Chiloé para realizar estos estudios. Por ende, se requiere solo de la voluntad política para considerar estas herramientas de la información, que ya hemos planteado de manera directa y de manera pública para la consideración por las autoridades regionales.",2021-03-01,NEG,0.9969409108161926
9,21471295.0,chile,elrepuertero,https://www.elrepuertero.cl/noticia/salud/quellon-abren-sumario-sanitario-en-contra-de-funeraria-por-no-aplicar-protocolo-covid-,Quellón: Abren sumario sanitario en contra de funeraria por no aplicar protocolo covid-19," Un sumario sanitario en contra de una funeraria en Quellón, abrió la seremi de salud de Los Lagos, al no aplicar los protocolos sanitarios necesarios en la ceremonia, pues la paciente tenía PCR positivo y la familia se enteró ese mismo día. “Se realiza el funeral durante el sábado en la tarde, momento en el que se conocía el resultado PCR de la paciente que había dado positivo, por lo que se abrió sumario sanitario contra la funeraria”, señaló María Fernanda Matamala, encargada en Chiloé de la Seremia de Salud a Bio Bio. La fallecida de 88 años estaba a la espera del resultado del examen. ",2021-03-10,NEG,0.9985609650611877
